identifier	date of composition	date of publication	annotator	not Latin? (put checkmark)	notes	URL	langid
dehistoriamorbo00hoevgoog		1846				https://archive.org/details//dehistoriamorbo00hoevgoog	la
dedemosthenisor00hubogoog		1886				https://archive.org/details//dedemosthenisor00hubogoog	la
matheseoslibrivi01firmuoft						https://archive.org/details//matheseoslibrivi01firmuoft	la
commentariusine00klofgoog		1880				https://archive.org/details//commentariusine00klofgoog	la
caroligustaviher00hera		1734				https://archive.org/details//caroligustaviher00hera	la
realisphilosoph00baymgoog		1861				https://archive.org/details//realisphilosoph00baymgoog	la
annalesscholaec00hildgoog		1826				https://archive.org/details//annalesscholaec00hildgoog	la
lectionesdiodor01krebgoog		1832				https://archive.org/details//lectionesdiodor01krebgoog	la
fratrisfelicisf03fabrgoog		1889				https://archive.org/details//fratrisfelicisf03fabrgoog	la
opera05horagoog		1824				https://archive.org/details//opera05horagoog	la
ccorneliitaciti00drongoog		1844				https://archive.org/details//ccorneliitaciti00drongoog	la
quintushoratius03horagoog		1817				https://archive.org/details//quintushoratius03horagoog	la
deusuparticulae00unkngoog						https://archive.org/details//deusuparticulae00unkngoog	la
hortusspaarnberg00door		1849				https://archive.org/details//hortusspaarnberg00door	la
pherecratiseteu01runkgoog		1829				https://archive.org/details//pherecratiseteu01runkgoog	la
iuliifirmicimat00mategoog		1897				https://archive.org/details//iuliifirmicimat00mategoog	la
florasibiricasi01gmelgoog						https://archive.org/details//florasibiricasi01gmelgoog	la
andreaemaximilia00fred		1660				https://archive.org/details//andreaemaximilia00fred	la
demetriizenipar00mullgoog		1837				https://archive.org/details//demetriizenipar00mullgoog	la
fundamentanovat00unkngoog		1829				https://archive.org/details//fundamentanovat00unkngoog	la
institutioneslo00fedegoog						https://archive.org/details//institutioneslo00fedegoog	la
tractatuspraeli00villgoog		1778				https://archive.org/details//tractatuspraeli00villgoog	la
definibusregnim01breegoog						https://archive.org/details//definibusregnim01breegoog	la
doctrinaduodeci00funkgoog		1887				https://archive.org/details//doctrinaduodeci00funkgoog	la
titiliviipatavi06livygoog		1818				https://archive.org/details//titiliviipatavi06livygoog	la
collectaneacriti00herwuoft		1903				https://archive.org/details//collectaneacriti00herwuoft	la
poetarumromanoru00diehuoft		1911				https://archive.org/details//poetarumromanoru00diehuoft	la
lannaeisenecaeo03senegoog		1881				https://archive.org/details//lannaeisenecaeo03senegoog	la
generacrustaceor180602latr						https://archive.org/details//generacrustaceor180602latr	la
musetonensesseu01unkngoog		1817				https://archive.org/details//musetonensesseu01unkngoog	la
operaomnia06unkngoog						https://archive.org/details//operaomnia06unkngoog	la
leregistredefra00rachgoog		1902				https://archive.org/details//leregistredefra00rachgoog	la
hieroclissynecd00consgoog		1893				https://archive.org/details//hieroclissynecd00consgoog	la
devitaetscriptis00forguoft		1882				https://archive.org/details//devitaetscriptis00forguoft	la
chroniconanglia01abbegoog		1851				https://archive.org/details//chroniconanglia01abbegoog	la
operaomniaadfid00tacigoog		1860				https://archive.org/details//operaomniaadfid00tacigoog	la
poemander00trisgoog		1854				https://archive.org/details//poemander00trisgoog	la
pharmacopoeabat01niemgoog		1823				https://archive.org/details//pharmacopoeabat01niemgoog	la
historiaabbadida02dozyuoft		1846				https://archive.org/details//historiaabbadida02dozyuoft	la
operaquaeextant00bonigoog		1844				https://archive.org/details//operaquaeextant00bonigoog	la
prolegomenaadho04wolfgoog		1795				https://archive.org/details//prolegomenaadho04wolfgoog	la
brevariumphilos00grangoog		1886				https://archive.org/details//brevariumphilos00grangoog	la
synaggtechnnsiv00spengoog		1828				https://archive.org/details//synaggtechnnsiv00spengoog	la
lepidopterapede00prungoog		1798				https://archive.org/details//lepidopterapede00prungoog	la
efatyeshurunisa00deligoog		1838				https://archive.org/details//efatyeshurunisa00deligoog	la
ccorneliitaciti00obergoog		1817				https://archive.org/details//ccorneliitaciti00obergoog	la
dmagniavsoniibv00scalgoog		1782				https://archive.org/details//dmagniavsoniibv00scalgoog	la
operaquaesupers00senegoog		1874				https://archive.org/details//operaquaesupers00senegoog	la
enchiridionhisto00fors		1788				https://archive.org/details//enchiridionhisto00fors	la
arsnovaargutiar00masegoog		1660				https://archive.org/details//arsnovaargutiar00masegoog	la
arnulfilexovien00gilegoog		1844				https://archive.org/details//arnulfilexovien00gilegoog	la
realisphilosoph01baymgoog		1863				https://archive.org/details//realisphilosoph01baymgoog	la
analectaisocrat00isocgoog		1885				https://archive.org/details//analectaisocrat00isocgoog	la
tliviipatavinih00homegoog		1794				https://archive.org/details//tliviipatavinih00homegoog	la
historiaecclesi00munygoog		1830				https://archive.org/details//historiaecclesi00munygoog	la
manualelatinita00rossgoog		1862				https://archive.org/details//manualelatinita00rossgoog	la
eutropiisextaur00victgoog		1793				https://archive.org/details//eutropiisextaur00victgoog	la
joannisoweniepi01owengoog		1766				https://archive.org/details//joannisoweniepi01owengoog	la
manualeexorcism00eynagoog		1678				https://archive.org/details//manualeexorcism00eynagoog	la
depauperumcuraa01essegoog		1902				https://archive.org/details//depauperumcuraa01essegoog	la
operahora00horauoft		1855				https://archive.org/details//operahora00horauoft	la
quintihoratiifl00delagoog		1746				https://archive.org/details//quintihoratiifl00delagoog	la
opusculastatico00pasqgoog		1799				https://archive.org/details//opusculastatico00pasqgoog	la
quintihoratiifl00prgoog		1775				https://archive.org/details//quintihoratiifl00prgoog	la
cjuliicaesarise00clargoog		1750				https://archive.org/details//cjuliicaesarise00clargoog	la
arsdistinctlege00abicgoog						https://archive.org/details//arsdistinctlege00abicgoog	la
methodusfungoru00gledgoog		1753				https://archive.org/details//methodusfungoru00gledgoog	la
erotianivocvmhi00erotgoog		1865				https://archive.org/details//erotianivocvmhi00erotgoog	la
opusculamedica00cotugoog		1827				https://archive.org/details//opusculamedica00cotugoog	la
devitaetscripti00lysigoog		1837				https://archive.org/details//devitaetscripti00lysigoog	la
cjuliicaesarisq01hirtgoog		1755				https://archive.org/details//cjuliicaesarisq01hirtgoog	la
qhoratiiflaccio00azargoog		1793				https://archive.org/details//qhoratiiflaccio00azargoog	la
hyginifabulae00hygigoog		1872				https://archive.org/details//hyginifabulae00hygigoog	la
depauperumcuraa00essegoog		1902				https://archive.org/details//depauperumcuraa00essegoog	la
historiaecumfra00vliegoog		1900				https://archive.org/details//historiaecumfra00vliegoog	la
diatomecirculor00herbgoog		1710				https://archive.org/details//diatomecirculor00herbgoog	la
menandriquatuor00lefegoog		1908				https://archive.org/details//menandriquatuor00lefegoog	la
ccorneliitaciti02obergoog		1817				https://archive.org/details//ccorneliitaciti02obergoog	la
annalen00tacigoog		1896				https://archive.org/details//annalen00tacigoog	la
miscellaneaaust00plapgoog		1778				https://archive.org/details//miscellaneaaust00plapgoog	la
opera01tacigoog		1851				https://archive.org/details//opera01tacigoog	la
opera01obergoog		1817				https://archive.org/details//opera01obergoog	la
qhoratiiflaccio00schmgoog		1853				https://archive.org/details//qhoratiiflaccio00schmgoog	la
noctesmanilianae00elliuoft		1891				https://archive.org/details//noctesmanilianae00elliuoft	la
iulifirmicimate00zieggoog		1907				https://archive.org/details//iulifirmicimate00zieggoog	la
catalogussenatu00collgoog		1879				https://archive.org/details//catalogussenatu00collgoog	la
quintihoratiifl03horagoog		1775				https://archive.org/details//quintihoratiifl03horagoog	la
diegriechischen03unkngoog		1897				https://archive.org/details//diegriechischen03unkngoog	la
synaggtechnnsiv01spengoog		1828				https://archive.org/details//synaggtechnnsiv01spengoog	la
speciminisinaug00heemgoog		1839				https://archive.org/details//speciminisinaug00heemgoog	la
specimenhistori01lairgoog		1778				https://archive.org/details//specimenhistori01lairgoog	la
systemareptilium00fitz						https://archive.org/details//systemareptilium00fitz	la
liberecclesiede00abbegoog		1843				https://archive.org/details//liberecclesiede00abbegoog	la
institutionesca00eulegoog		1787				https://archive.org/details//institutionesca00eulegoog	la
hepaticaeeuropae00dumouoft		1874				https://archive.org/details//hepaticaeeuropae00dumouoft	la
iulifirmicimate01zieggoog		1907				https://archive.org/details//iulifirmicimate01zieggoog	la
meteorologiavet00idelgoog		1832				https://archive.org/details//meteorologiavet00idelgoog	la
institutionumiu00gaiugoog		1873				https://archive.org/details//institutionumiu00gaiugoog	la
cjuliicaesarise02clargoog		1750				https://archive.org/details//cjuliicaesarise02clargoog	la
numismataorient00hallgoog						https://archive.org/details//numismataorient00hallgoog	la
prolegomenaadpl00rettgoog		1845				https://archive.org/details//prolegomenaadpl00rettgoog	la
operacornish00horauoft		1883				https://archive.org/details//operacornish00horauoft	la
deinflammatione00mlgoog		1836				https://archive.org/details//deinflammatione00mlgoog	la
prolegomenaadho00bekkgoog		1876				https://archive.org/details//prolegomenaadho00bekkgoog	la
historiaugustsc00bipogoog		1787				https://archive.org/details//historiaugustsc00bipogoog	la
joannissaresber11johngoog		1848				https://archive.org/details//joannissaresber11johngoog	la
joannisoweniepi00owengoog		1766				https://archive.org/details//joannisoweniepi00owengoog	la
elementsphiloso01altigoog		1793				https://archive.org/details//elementsphiloso01altigoog	la
catullitibullie00propgoog		1843				https://archive.org/details//catullitibullie00propgoog	la
drjohannalbrech03burkgoog		1836				https://archive.org/details//drjohannalbrech03burkgoog	la
ciuitasverisiuem00delb		1609				https://archive.org/details//ciuitasverisiuem00delb	la
statusdioecesiu00schugoog		1866				https://archive.org/details//statusdioecesiu00schugoog	la
quintihoratiifl00maclgoog		1876				https://archive.org/details//quintihoratiifl00maclgoog	la
gaiiinstitution00huscgoog		1878				https://archive.org/details//gaiiinstitution00huscgoog	la
concordantiaveri00dayauoft		1953				https://archive.org/details//concordantiaveri00dayauoft	la
delocisquisunta00girigoog		1894				https://archive.org/details//delocisquisunta00girigoog	la
lectionesapollo00gerhgoog		1816				https://archive.org/details//lectionesapollo00gerhgoog	la
denominumgraeco00curtgoog		1842				https://archive.org/details//denominumgraeco00curtgoog	la
qhoratiiflaccic01garcgoog		1860				https://archive.org/details//qhoratiiflaccic01garcgoog	la
lectionesdiodor00krebgoog		1832				https://archive.org/details//lectionesdiodor00krebgoog	la
desimilitudinib00washgoog		1883				https://archive.org/details//desimilitudinib00washgoog	la
genusincunabula00fejgoog		1844				https://archive.org/details//genusincunabula00fejgoog	la
grammaticalingu00petegoog		1837				https://archive.org/details//grammaticalingu00petegoog	la
ccorneliitaciti02brotgoog		1782				https://archive.org/details//ccorneliitaciti02brotgoog	la
joannissaresber05johngoog		1969				https://archive.org/details//joannissaresber05johngoog	la
rudimentalingua00grotgoog		1839				https://archive.org/details//rudimentalingua00grotgoog	la
studiacriticain01heusgoog		1842				https://archive.org/details//studiacriticain01heusgoog	la
isaacinewtonieq01newtgoog		1729				https://archive.org/details//isaacinewtonieq01newtgoog	la
seriesaugustoru00patagoog		1722				https://archive.org/details//seriesaugustoru00patagoog	la
enumeratiopla1858heuf		1858				https://archive.org/details//enumeratiopla1858heuf	la
degraminibusuni00tringoog		1824				https://archive.org/details//degraminibusuni00tringoog	la
libertaschristi00gessgoog		1678				https://archive.org/details//libertaschristi00gessgoog	la
fasticonsulares00laurgoog		1833				https://archive.org/details//fasticonsulares00laurgoog	la
eratosthenica00unkngoog		1822				https://archive.org/details//eratosthenica00unkngoog	la
demetriizenipar00zngoog		1837				https://archive.org/details//demetriizenipar00zngoog	la
eratosthenica00berngoog		1822				https://archive.org/details//eratosthenica00berngoog	la
monographiatenth00lepe		1823				https://archive.org/details//monographiatenth00lepe	la
henricicannegie00degoog		1734				https://archive.org/details//henricicannegie00degoog	la
vitaetmartyrium00gurngoog						https://archive.org/details//vitaetmartyrium00gurngoog	la
euripidistragoe06eurigoog		1813				https://archive.org/details//euripidistragoe06eurigoog	la
dehistoriamedic00hoevgoog		1842				https://archive.org/details//dehistoriamedic00hoevgoog	la
quintihoratiifl01maclgoog		1860				https://archive.org/details//quintihoratiifl01maclgoog	la
georgiibuchanan00buchgoog		1797				https://archive.org/details//georgiibuchanan00buchgoog	la
studiacriticain00heusgoog		1842				https://archive.org/details//studiacriticain00heusgoog	la
MN41624ucmf_7		1848				https://archive.org/details//MN41624ucmf_7	la
carminalatinaepi00engsuoft		1912				https://archive.org/details//carminalatinaepi00engsuoft	la
nomenclatorscri00spacgoog		1591				https://archive.org/details//nomenclatorscri00spacgoog	la
henricicannegie00canngoog		1734				https://archive.org/details//henricicannegie00canngoog	la
ccorneliitaciti01freigoog		1790				https://archive.org/details//ccorneliitaciti01freigoog	la
elementalinguae00gurigoog		1860				https://archive.org/details//elementalinguae00gurigoog	la
hemipterasvaci00fall		1829				https://archive.org/details//hemipterasvaci00fall	la
albiitibulliele00hillgoog		1885				https://archive.org/details//albiitibulliele00hillgoog	la
iohchristfabric01fabrgoog		1778				https://archive.org/details//iohchristfabric01fabrgoog	la
damasiepigrammat00damauoft		1895				https://archive.org/details//damasiepigrammat00damauoft	la
specimenhistori00lairgoog		1778				https://archive.org/details//specimenhistori00lairgoog	la
gaiiinstitution01kbgoog		1886				https://archive.org/details//gaiiinstitution01kbgoog	la
opusculaoratori00waargoog		1812				https://archive.org/details//opusculaoratori00waargoog	la
enumeratioplanta1858heuf		1858				https://archive.org/details//enumeratioplanta1858heuf	la
meteorologiavet01idelgoog		1832				https://archive.org/details//meteorologiavet01idelgoog	la
cihm_18266		1861				https://archive.org/details//cihm_18266	la
quintihoratiifl05horagoog		1825				https://archive.org/details//quintihoratiifl05horagoog	la
decommentidonat00karsgoog		1907				https://archive.org/details//decommentidonat00karsgoog	la
dedoriensiumcom01grysgoog		1828				https://archive.org/details//dedoriensiumcom01grysgoog	la
qhoratiflacciop00vahlgoog		1984				https://archive.org/details//qhoratiflacciop00vahlgoog	la
catullitibullie00unkngoog						https://archive.org/details//catullitibullie00unkngoog	la
opera00gesngoog		1824				https://archive.org/details//opera00gesngoog	la
hildegardiscaus00hildgoog		1903				https://archive.org/details//hildegardiscaus00hildgoog	la
lectionesandoci00sluigoog		1834				https://archive.org/details//lectionesandoci00sluigoog	la
regulaesuperior00jesugoog		1805				https://archive.org/details//regulaesuperior00jesugoog	la
declavsvlisccae00fiscgoog		1903				https://archive.org/details//declavsvlisccae00fiscgoog	la
epitomehistoriso02jouv		1853				https://archive.org/details//epitomehistoriso02jouv	la
historiacritica00geelgoog		1823				https://archive.org/details//historiacritica00geelgoog	la
fasciculusinscr00kenngoog		1842				https://archive.org/details//fasciculusinscr00kenngoog	la
herodianiabexce01herogoog		1855				https://archive.org/details//herodianiabexce01herogoog	la
gaiiinstitution00kbgoog		1886				https://archive.org/details//gaiiinstitution00kbgoog	la
4738088		1837				https://archive.org/details//4738088	la
palatreillescien02latr		1806				https://archive.org/details//palatreillescien02latr	la
ivlifrontinistr02gundgoog		1888				https://archive.org/details//ivlifrontinistr02gundgoog	la
florasibiricasi00gmelgoog						https://archive.org/details//florasibiricasi00gmelgoog	la
generainsectorum00fabr		1776				https://archive.org/details//generainsectorum00fabr	la
inscriptionesum00lepsgoog		1841				https://archive.org/details//inscriptionesum00lepsgoog	la
livyselectionsf01longgoog		1908				https://archive.org/details//livyselectionsf01longgoog	la
eutropiibreviar02eutrgoog		1828				https://archive.org/details//eutropiibreviar02eutrgoog	la
livywarwithhann00livygoog		1905				https://archive.org/details//livywarwithhann00livygoog	la
descriptionesan00conggoog		1775				https://archive.org/details//descriptionesan00conggoog	la
depolybiifontib00wetegoog		1879				https://archive.org/details//depolybiifontib00wetegoog	la
dedictionegeorg00macrgoog		1902				https://archive.org/details//dedictionegeorg00macrgoog	la
institutionumca00selvgoog		1794				https://archive.org/details//institutionumca00selvgoog	la
ivlifrontinistr00gundgoog		1888				https://archive.org/details//ivlifrontinistr00gundgoog	la
meteorologiavet02idelgoog		1832				https://archive.org/details//meteorologiavet02idelgoog	la
hildegardiscaus01hildgoog		1903				https://archive.org/details//hildegardiscaus01hildgoog	la
historiarum00livyuoft		1876				https://archive.org/details//historiarum00livyuoft	la
demedicamentoru00dubogoog		1562				https://archive.org/details//demedicamentoru00dubogoog	la
coniecturaecaes00meusgoog		1893				https://archive.org/details//coniecturaecaes00meusgoog	la
hermanniboerhaa00boergoog		1719				https://archive.org/details//hermanniboerhaa00boergoog	la
iohchristfabrici02fabrs		1776				https://archive.org/details//iohchristfabrici02fabrs	la
marciaennaeiluc00maygoog		1815				https://archive.org/details//marciaennaeiluc00maygoog	la
demetriizenipar01mullgoog		1837				https://archive.org/details//demetriizenipar01mullgoog	la
ccorneliitaciti00freigoog		1790				https://archive.org/details//ccorneliitaciti00freigoog	la
dialogusdeorato01tacigoog		1841				https://archive.org/details//dialogusdeorato01tacigoog	la
aromatumetsimpl00ortagoog		1579				https://archive.org/details//aromatumetsimpl00ortagoog	la
annussecularisso00annu		1640				https://archive.org/details//annussecularisso00annu	la
conjecturaphysi00eulegoog		1750				https://archive.org/details//conjecturaphysi00eulegoog	la
liudprandiepisco00liuduoft		1877				https://archive.org/details//liudprandiepisco00liuduoft	la
scriptorumarabu00algoog		1838				https://archive.org/details//scriptorumarabu00algoog	la
clavisvirgilian00ludegoog		1865				https://archive.org/details//clavisvirgilian00ludegoog	la
annalesbertinia00waitgoog		1883				https://archive.org/details//annalesbertinia00waitgoog	la
probenderlatein01ulrigoog		1906				https://archive.org/details//probenderlatein01ulrigoog	la
edictusceteraeq00bluhgoog		1869				https://archive.org/details//edictusceteraeq00bluhgoog	la
decharlataneria00mencgoog						https://archive.org/details//decharlataneria00mencgoog	la
carminamediiaevi00domuuoft		1877				https://archive.org/details//carminamediiaevi00domuuoft	la
gasparistaliaco00meiegoog		1597				https://archive.org/details//gasparistaliaco00meiegoog	la
iphigeniatauric00eurigoog						https://archive.org/details//iphigeniatauric00eurigoog	la
pharmacopoeabat02niemgoog		1823				https://archive.org/details//pharmacopoeabat02niemgoog	la
historiadiaboli00mayegoog		1777				https://archive.org/details//historiadiaboli00mayegoog	la
ivlifrontinistr01gundgoog		1888				https://archive.org/details//ivlifrontinistr01gundgoog	la
musetonensesseu00unkngoog		1817				https://archive.org/details//musetonensesseu00unkngoog	la
gloriosussanctus00frie		1699				https://archive.org/details//gloriosussanctus00frie	la
morbigallicicur00vittgoog		1536				https://archive.org/details//morbigallicicur00vittgoog	la
operaquaesupers00lanfgoog		1844				https://archive.org/details//operaquaesupers00lanfgoog	la
fridericiplatne01platgoog		1758				https://archive.org/details//fridericiplatne01platgoog	la
leregistredefra00lixagoog		1902				https://archive.org/details//leregistredefra00lixagoog	la
commentariidebe00pramgoog		1891				https://archive.org/details//commentariidebe00pramgoog	la
operaomnia00liuduoft		1877				https://archive.org/details//operaomnia00liuduoft	la
ccorneliitaciti04freigoog		1790				https://archive.org/details//ccorneliitaciti04freigoog	la
operaomniaadopti00horauoft		1792				https://archive.org/details//operaomniaadopti00horauoft	la
probenderlatein00ulrigoog		1906				https://archive.org/details//probenderlatein00ulrigoog	la
diatribeacademi00numagoog		1833				https://archive.org/details//diatribeacademi00numagoog	la
opera04horagoog		1842				https://archive.org/details//opera04horagoog	la
opera00haupgoog		1861				https://archive.org/details//opera00haupgoog	la
hippokratousapho00hipp						https://archive.org/details//hippokratousapho00hipp	la
opusculaacademi03schgoog		1857				https://archive.org/details//opusculaacademi03schgoog	la
exercitationesa00noesgoog		1803				https://archive.org/details//exercitationesa00noesgoog	la
descriptionesani00fors		1775				https://archive.org/details//descriptionesani00fors	la
chroniconmogunt00hegegoog		1885				https://archive.org/details//chroniconmogunt00hegegoog	la
pervigiliumvene00ausogoog		1712				https://archive.org/details//pervigiliumvene00ausogoog	la
marciannaeiluca00bipogoog		1807				https://archive.org/details//marciannaeiluca00bipogoog	la
commentatiocrit01karsgoog		1864				https://archive.org/details//commentatiocrit01karsgoog	la
jordanibruninol06brungoog		1886				https://archive.org/details//jordanibruninol06brungoog	la
depolybiifontib00valegoog		1879				https://archive.org/details//depolybiifontib00valegoog	la
catulliliber00baehgoog		1893				https://archive.org/details//catulliliber00baehgoog	la
osteographiapis00bakkgoog		1822				https://archive.org/details//osteographiapis00bakkgoog	la
derebusvenereis00craigoog		1870				https://archive.org/details//derebusvenereis00craigoog	la
sarcotisetcarol00masegoog		1771				https://archive.org/details//sarcotisetcarol00masegoog	la
operaomnia00liudgoog		1877				https://archive.org/details//operaomnia00liudgoog	la
epitomehistoriso03jouv		1853				https://archive.org/details//epitomehistoriso03jouv	la
commentariiinepi00ephruoft		1893				https://archive.org/details//commentariiinepi00ephruoft	la
adversariacriti01madvgoog		1884				https://archive.org/details//adversariacriti01madvgoog	la
iohchristfabrici00fabr						https://archive.org/details//iohchristfabrici00fabr	la
epitomehistoriso04jouv		1853				https://archive.org/details//epitomehistoriso04jouv	la
depseudoapuleih00kbgoog		1888				https://archive.org/details//depseudoapuleih00kbgoog	la
deepistulisalii00lafogoog		1902				https://archive.org/details//deepistulisalii00lafogoog	la
euripidistragoe27eurigoog		1797				https://archive.org/details//euripidistragoe27eurigoog	la
quintihoratiifl04zeungoog		1822				https://archive.org/details//quintihoratiifl04zeungoog	la
ciuliicaesarisb02meusgoog		1894				https://archive.org/details//ciuliicaesarisb02meusgoog	la
jordanisdegetar00closgoog		1861				https://archive.org/details//jordanisdegetar00closgoog	la
opera01gesngoog		1824				https://archive.org/details//opera01gesngoog	la
scholiainpindar00germgoog		1861				https://archive.org/details//scholiainpindar00germgoog	la
sephrmsyricomme00mechgoog		1893				https://archive.org/details//sephrmsyricomme00mechgoog	la
grammaticalingu01petegoog		1837				https://archive.org/details//grammaticalingu01petegoog	la
hortusvelavicus00schrgoog						https://archive.org/details//hortusvelavicus00schrgoog	la
pinkertonslives00pinkgoog		1889				https://archive.org/details//pinkertonslives00pinkgoog	la
deisidoripelusi00niemgoog		1825				https://archive.org/details//deisidoripelusi00niemgoog	la
demarlovianisfa00faligoog		1887				https://archive.org/details//demarlovianisfa00faligoog	la
strategematonlib00fronuoft		1888				https://archive.org/details//strategematonlib00fronuoft	la
isidorihispalen00isidgoog		1836				https://archive.org/details//isidorihispalen00isidgoog	la
opusculamiscell01burtgoog		1771				https://archive.org/details//opusculamiscell01burtgoog	la
emendationesliv00walcgoog		1815				https://archive.org/details//emendationesliv00walcgoog	la
historiaeeccles01neangoog		1820				https://archive.org/details//historiaeeccles01neangoog	la
mtulliuscicerop00kolkgoog		1836				https://archive.org/details//mtulliuscicerop00kolkgoog	la
epistolaeadflor00isidgoog		1836				https://archive.org/details//epistolaeadflor00isidgoog	la
titiliviipatavi02livygoog		1821				https://archive.org/details//titiliviipatavi02livygoog	la
vocabulariumsume00deimuoft		1910				https://archive.org/details//vocabulariumsume00deimuoft	la
amicusmedicorum00ezragoog		1496				https://archive.org/details//amicusmedicorum00ezragoog	la
quintihoratiifl02maclgoog		1895				https://archive.org/details//quintihoratiifl02maclgoog	la
qhoratiflacciop00palmgoog		1895				https://archive.org/details//qhoratiflacciop00palmgoog	la
chroniconanglia03abbegoog		1850				https://archive.org/details//chroniconanglia03abbegoog	la
inscriptionesbr00hbgoog		1876				https://archive.org/details//inscriptionesbr00hbgoog	la
libelluspostsae01schlgoog		1902				https://archive.org/details//libelluspostsae01schlgoog	la
ccorneliitaciti03freigoog		1790				https://archive.org/details//ccorneliitaciti03freigoog	la
lineamentahisto00harlgoog		1827				https://archive.org/details//lineamentahisto00harlgoog	la
epistolaecelebe00grotgoog		1715				https://archive.org/details//epistolaecelebe00grotgoog	la
franciscibaconi01mayegoog						https://archive.org/details//franciscibaconi01mayegoog	la
excerptabrevia00joneuoft						https://archive.org/details//excerptabrevia00joneuoft	la
institutionesju01marigoog		1868				https://archive.org/details//institutionesju01marigoog	la
friderspanhemii00wijngoog		1659				https://archive.org/details//friderspanhemii00wijngoog	la
demithraedeisol00fabrgoog		1883				https://archive.org/details//demithraedeisol00fabrgoog	la
tliviaburbecond01zinggoog		1888				https://archive.org/details//tliviaburbecond01zinggoog	la
quintihoratiifl02zeungoog		1822				https://archive.org/details//quintihoratiifl02zeungoog	la
quatuorevangeli00claugoog		1829				https://archive.org/details//quatuorevangeli00claugoog	la
dicaearchimesse01fuhrgoog		1841				https://archive.org/details//dicaearchimesse01fuhrgoog	la
adversariacriti04madvgoog		1884				https://archive.org/details//adversariacriti04madvgoog	la
disputatiodemys00borggoog		1820				https://archive.org/details//disputatiodemys00borggoog	la
depoeticaevimed01keblgoog		1844				https://archive.org/details//depoeticaevimed01keblgoog	la
pt2operarecensu01libauoft						https://archive.org/details//pt2operarecensu01libauoft	la
euripidistragoe00eurigoog		1813				https://archive.org/details//euripidistragoe00eurigoog	la
commentatiocrit00karsgoog		1864				https://archive.org/details//commentatiocrit00karsgoog	la
deepithetorumco00roemgoog		1877				https://archive.org/details//deepithetorumco00roemgoog	la
joannisclericio01clergoog		1704				https://archive.org/details//joannisclericio01clergoog	la
dracontiicarmin01dracgoog		1873				https://archive.org/details//dracontiicarmin01dracgoog	la
operaomniaexrec00horagoog		1877				https://archive.org/details//operaomniaexrec00horagoog	la
joannisjahnelem00obergoog		1820				https://archive.org/details//joannisjahnelem00obergoog	la
gvalericatvllil00catugoog		1866				https://archive.org/details//gvalericatvllil00catugoog	la
historiaepiscop00puttgoog		1851				https://archive.org/details//historiaepiscop00puttgoog	la
liberexemplorum00unkngoog		1908				https://archive.org/details//liberexemplorum00unkngoog	la
specimenphilolo00tydegoog		1809				https://archive.org/details//specimenphilolo00tydegoog	la
conspectusflora02halgoog		1908				https://archive.org/details//conspectusflora02halgoog	la
analectacritica00osangoog						https://archive.org/details//analectacritica00osangoog	la
grammaticalatin00bohogoog		1715				https://archive.org/details//grammaticalatin00bohogoog	la
ioannisgeraldin00geragoog		1613				https://archive.org/details//ioannisgeraldin00geragoog	la
dechristianaact00codrgoog		1591				https://archive.org/details//dechristianaact00codrgoog	la
aromatumetsimpl00lgoog		1574				https://archive.org/details//aromatumetsimpl00lgoog	la
quintushoratius02horagoog		1800				https://archive.org/details//quintushoratius02horagoog	la
antoniilampridi00muragoog		1740				https://archive.org/details//antoniilampridi00muragoog	la
collectaneafranc00litt		1965				https://archive.org/details//collectaneafranc00litt	la
pharmacopoeiaho00quingoog		1834				https://archive.org/details//pharmacopoeiaho00quingoog	la
odyssea00unkngoog						https://archive.org/details//odyssea00unkngoog	la
generacrustaceor03latr		1806				https://archive.org/details//generacrustaceor03latr	la
florulaeinsular01forsgoog		1786				https://archive.org/details//florulaeinsular01forsgoog	la
historiaabbadida03dozyuoft		1846				https://archive.org/details//historiaabbadida03dozyuoft	la
palatreillescien03latr		1806				https://archive.org/details//palatreillescien03latr	la
vindiciaeorigin02gelpgoog		1832				https://archive.org/details//vindiciaeorigin02gelpgoog	la
ccorneliitaciti00tacigoog		1753				https://archive.org/details//ccorneliitaciti00tacigoog	la
epitomaedetitoli00floruoft		1872				https://archive.org/details//epitomaedetitoli00floruoft	la
fastihoratiani00lachgoog		1839				https://archive.org/details//fastihoratiani00lachgoog	la
operarecensuitri09libauoft						https://archive.org/details//operarecensuitri09libauoft	la
iamblichiprotre01jambgoog		1888				https://archive.org/details//iamblichiprotre01jambgoog	la
arabumphilosoph00yagoog		1764				https://archive.org/details//arabumphilosoph00yagoog	la
fragmentaphytog00muelgoog		1861				https://archive.org/details//fragmentaphytog00muelgoog	la
joannisgeorgiiw00wenrgoog		1843				https://archive.org/details//joannisgeorgiiw00wenrgoog	la
codicesorientale03konguoft		1846				https://archive.org/details//codicesorientale03konguoft	la
annalesfuldenses00einhuoft		1891				https://archive.org/details//annalesfuldenses00einhuoft	la
ccorneliitaciti01obergoog		1817				https://archive.org/details//ccorneliitaciti01obergoog	la
promptuariumsen00seyfgoog		1864				https://archive.org/details//promptuariumsen00seyfgoog	la
opusculastatico01pasqgoog		1799				https://archive.org/details//opusculastatico01pasqgoog	la
herodotihistori04herogoog		1839				https://archive.org/details//herodotihistori04herogoog	la
heinricichronic00arndgoog		1874				https://archive.org/details//heinricichronic00arndgoog	la
