identifier	date of composition	date of publication	annotator	not Latin? (put checkmark)	notes	URL	langid
bibliothecamedi01chougoog		1842				https://archive.org/details//bibliothecamedi01chougoog	la
operaomnia02paulgoog		1873				https://archive.org/details//operaomnia02paulgoog	la
catalogusplanta00zinngoog		1757				https://archive.org/details//catalogusplanta00zinngoog	la
thesauruscommen03volbgoog		1847				https://archive.org/details//thesauruscommen03volbgoog	la
p1fragmentacomic02meinuoft		1839				https://archive.org/details//p1fragmentacomic02meinuoft	la
registrumepisco01innegoog		1845				https://archive.org/details//registrumepisco01innegoog	la
antiquitatesiur00schogoog		1838				https://archive.org/details//antiquitatesiur00schogoog	la
actabosnaepotis00fermgoog		1892				https://archive.org/details//actabosnaepotis00fermgoog	la
georgiimonachic01boorgoog		1904				https://archive.org/details//georgiimonachic01boorgoog	la
codexliturgicus02danigoog		1966				https://archive.org/details//codexliturgicus02danigoog	la
herodotihistoria02herouoft						https://archive.org/details//herodotihistoria02herouoft	la
anthologiagraec02saumgoog		1795				https://archive.org/details//anthologiagraec02saumgoog	la
historiarumroman02livyuoft						https://archive.org/details//historiarumroman02livyuoft	la
flaviiluciidext00carogoog						https://archive.org/details//flaviiluciidext00carogoog	la
innovumtestamen01tholgoog		1833				https://archive.org/details//innovumtestamen01tholgoog	la
corpusiurisgerm05visigoog		1824				https://archive.org/details//corpusiurisgerm05visigoog	la
operaomnia01cyprgoog		1782				https://archive.org/details//operaomnia01cyprgoog	la
historiarumabur00livygoog		1751				https://archive.org/details//historiarumabur00livygoog	la
horapollinisnil00leemgoog		1835				https://archive.org/details//horapollinisnil00leemgoog	la
repertoriumflora00deno						https://archive.org/details//repertoriumflora00deno	la
historiadiploma00degoog		1852				https://archive.org/details//historiadiploma00degoog	la
ciuliicaesarisc00hirtgoog		1818				https://archive.org/details//ciuliicaesarisc00hirtgoog	la
deantiquaecclesi00dupiuoft		1788				https://archive.org/details//deantiquaecclesi00dupiuoft	la
operaomniasanct06librgoog		1789				https://archive.org/details//operaomniasanct06librgoog	la
leipzigerstudie00curtgoog		1894				https://archive.org/details//leipzigerstudie00curtgoog	la
operahorat01horauoft		1827				https://archive.org/details//operahorat01horauoft	la
sextiempiriciop01estigoog		1840				https://archive.org/details//sextiempiriciop01estigoog	la
hippocratiscoia00leigoog		1609				https://archive.org/details//hippocratiscoia00leigoog	la
anthologialatin00lommgoog		1895				https://archive.org/details//anthologialatin00lommgoog	la
fontesrerumaust00unkngoog		1849				https://archive.org/details//fontesrerumaust00unkngoog	la
jacobibaldecarm00mlgoog		1844				https://archive.org/details//jacobibaldecarm00mlgoog	la
carmina00horagoog						https://archive.org/details//carmina00horagoog	la
hermannivenemai01venegoog		1777				https://archive.org/details//hermannivenemai01venegoog	la
comicorvmgraeco00erasgoog						https://archive.org/details//comicorvmgraeco00erasgoog	la
carolilinnisyst00linngoog		1748				https://archive.org/details//carolilinnisyst00linngoog	la
operaphilosophic03hobbuoft		1839				https://archive.org/details//operaphilosophic03hobbuoft	la
faunasvecicasist00linn		1746				https://archive.org/details//faunasvecicasist00linn	la
carminah00horauoft		1912				https://archive.org/details//carminah00horauoft	la
mycologiafennicapt12kars						https://archive.org/details//mycologiafennicapt12kars	la
aburbeconditali08livygoog		1876				https://archive.org/details//aburbeconditali08livygoog	la
reliquiaesacrae01routgoog		1846				https://archive.org/details//reliquiaesacrae01routgoog	la
registrumdomusde00lain		1861				https://archive.org/details//registrumdomusde00lain	la
thesauruscommen01volbgoog		1847				https://archive.org/details//thesauruscommen01volbgoog	la
bibliothecamedi00chougoog		1842				https://archive.org/details//bibliothecamedi00chougoog	la
numicuficiregii00torngoog		1848				https://archive.org/details//numicuficiregii00torngoog	la
regestadocument00sakcgoog		1896				https://archive.org/details//regestadocument00sakcgoog	la
studiacallimach01kuipgoog		1896				https://archive.org/details//studiacallimach01kuipgoog	la
epitomeererumro00florgoog						https://archive.org/details//epitomeererumro00florgoog	la
herodotihistori00schagoog		1818				https://archive.org/details//herodotihistori00schagoog	la
bibliothecamedi00rosegoog		1842				https://archive.org/details//bibliothecamedi00rosegoog	la
indiceseorumquae00gese		1890				https://archive.org/details//indiceseorumquae00gese	la
ciuliicaesarisc01hirtgoog		1857				https://archive.org/details//ciuliicaesarisc01hirtgoog	la
operaexrecension01demouoft		1846				https://archive.org/details//operaexrecension01demouoft	la
elementaphiloso01linkgoog		1824				https://archive.org/details//elementaphiloso01linkgoog	la
catalogusbiblio11biblgoog		1806				https://archive.org/details//catalogusbiblio11biblgoog	la
reliquiaesacrae09routgoog		1814				https://archive.org/details//reliquiaesacrae09routgoog	la
johannisabihresc00ihre		1773				https://archive.org/details//johannisabihresc00ihre	la
flherborn00leergoog						https://archive.org/details//flherborn00leergoog	la
operarecensuitri03libauoft						https://archive.org/details//operarecensuitri03libauoft	la
curtiisprengelh00spregoog		1807				https://archive.org/details//curtiisprengelh00spregoog	la
actaacademiae81impe		1777				https://archive.org/details//actaacademiae81impe	la
indicesglossarum00gtuoft		1881				https://archive.org/details//indicesglossarum00gtuoft	la
historicorumrom03petegoog		1906				https://archive.org/details//historicorumrom03petegoog	la
gaiiinstitvtion00studgoog		1855				https://archive.org/details//gaiiinstitvtion00studgoog	la
pseudacronisscho01kelluoft		1902				https://archive.org/details//pseudacronisscho01kelluoft	la
iamblichichalci00kegoog		1816				https://archive.org/details//iamblichichalci00kegoog	la
joangeorgiigode00godegoog		1676				https://archive.org/details//joangeorgiigode00godegoog	la
dionysiithracisa00dionuoft		1883				https://archive.org/details//dionysiithracisa00dionuoft	la
monumentahistor02laszgoog		1905				https://archive.org/details//monumentahistor02laszgoog	la
ccorneliitaciti00hessgoog		1841				https://archive.org/details//ccorneliitaciti00hessgoog	la
fontesrerumgerm02hubegoog		1843				https://archive.org/details//fontesrerumgerm02hubegoog	la
notitiascriptor01dowlgoog		1839				https://archive.org/details//notitiascriptor01dowlgoog	la
registrumepisco02innegoog		1845				https://archive.org/details//registrumepisco02innegoog	la
novaclavishoine05schagoog		1768				https://archive.org/details//novaclavishoine05schagoog	la
introductioinju00ferngoog						https://archive.org/details//introductioinju00ferngoog	la
commentariiacade02impe		1726				https://archive.org/details//commentariiacade02impe	la
johfridstapferi00stapgoog		1757				https://archive.org/details//johfridstapferi00stapgoog	la
deliciaesapient00swedgoog		1889				https://archive.org/details//deliciaesapient00swedgoog	la
cataloguscodicu00kitcgoog		1867				https://archive.org/details//cataloguscodicu00kitcgoog	la
corpusscriptoru28wiengoog		1866				https://archive.org/details//corpusscriptoru28wiengoog	la
herodotimussive00wessgoog		1824				https://archive.org/details//herodotimussive00wessgoog	la
reliquiaesacrae06routgoog		1846				https://archive.org/details//reliquiaesacrae06routgoog	la
chronicondominiw01hemiuoft						https://archive.org/details//chronicondominiw01hemiuoft	la
albertidvrericla00dure		1557				https://archive.org/details//albertidvrericla00dure	la
formaurbisromaea00kiep		1896				https://archive.org/details//formaurbisromaea00kiep	la
virorumceleberr00berngoog		1745				https://archive.org/details//virorumceleberr00berngoog	la
mnemosynevolume01verdgoog		1852				https://archive.org/details//mnemosynevolume01verdgoog	la
ionaevitaesanct00jonagoog		1905				https://archive.org/details//ionaevitaesanct00jonagoog	la
pauliadromanosep01frituoft		1836				https://archive.org/details//pauliadromanosep01frituoft	la
codexdiplomatic05kembgoog		1839				https://archive.org/details//codexdiplomatic05kembgoog	la
novumtestamentu09unkngoog						https://archive.org/details//novumtestamentu09unkngoog	la
fratrisfelicisf01fabrgoog		1843				https://archive.org/details//fratrisfelicisf01fabrgoog	la
florachersonensi01lind		1881				https://archive.org/details//florachersonensi01lind	la
euripidistragoe10eurigoog		1829				https://archive.org/details//euripidistragoe10eurigoog	la
fragmentapotaru00barigoog		1747				https://archive.org/details//fragmentapotaru00barigoog	la
cutiisprengelhi01spregoog		1808				https://archive.org/details//cutiisprengelhi01spregoog	la
actaetdecretaco01gibbgoog		1886				https://archive.org/details//actaetdecretaco01gibbgoog	la
ionaevitaesancto37jonauoft		1905				https://archive.org/details//ionaevitaesancto37jonauoft	la
indicesgraecita00mitcgoog		1828				https://archive.org/details//indicesgraecita00mitcgoog	la
tliviipatavinihi0202livy		1768				https://archive.org/details//tliviipatavinihi0202livy	la
gygesgallussomn00zachgoog		1665				https://archive.org/details//gygesgallussomn00zachgoog	la
corpusiurisgerm00visigoog		1824				https://archive.org/details//corpusiurisgerm00visigoog	la
menandreaexpapyr00menauoft		1910				https://archive.org/details//menandreaexpapyr00menauoft	la
fasciculusinscr01kenngoog		1846				https://archive.org/details//fasciculusinscr01kenngoog	la
indiceseorumqua00zeumgoog		1890				https://archive.org/details//indiceseorumqua00zeumgoog	la
historiarevelat02dankgoog		1867				https://archive.org/details//historiarevelat02dankgoog	la
johnwiclifspole01wyclgoog		1883				https://archive.org/details//johnwiclifspole01wyclgoog	la
supplementumpla00ehrhgoog		1781				https://archive.org/details//supplementumpla00ehrhgoog	la
euclidisoperaom14unkngoog		1883				https://archive.org/details//euclidisoperaom14unkngoog	la
apocalypsisexpl01unkngoog						https://archive.org/details//apocalypsisexpl01unkngoog	la
corpusscriptoru01wissgoog		1866				https://archive.org/details//corpusscriptoru01wissgoog	la
novicommentariac05impe		1748				https://archive.org/details//novicommentariac05impe	la
florentiiwigorn01florgoog		1849				https://archive.org/details//florentiiwigorn01florgoog	la
patrumnicaenoru00cuntgoog		1898				https://archive.org/details//patrumnicaenoru00cuntgoog	la
elementajurisca01craigoog		1892				https://archive.org/details//elementajurisca01craigoog	la
virorumceleberr00bousgoog		1745				https://archive.org/details//virorumceleberr00bousgoog	la
dejudicibusapud00tigegoog		1826				https://archive.org/details//dejudicibusapud00tigegoog	la
georgiimonachic00boorgoog		1904				https://archive.org/details//georgiimonachic00boorgoog	la
clementinorumep00dresgoog		1859				https://archive.org/details//clementinorumep00dresgoog	la
codexliturgicus03danigoog		1847				https://archive.org/details//codexliturgicus03danigoog	la
menandrietphile00conggoog		1709				https://archive.org/details//menandrietphile00conggoog	la
cataloguscodicu00bollgoog		1896				https://archive.org/details//cataloguscodicu00bollgoog	la
actaaragonensiaq02finkuoft		1908				https://archive.org/details//actaaragonensiaq02finkuoft	la
reliquiaesacrae04routgoog		1846				https://archive.org/details//reliquiaesacrae04routgoog	la
indicesgraecita01mitcgoog		1828				https://archive.org/details//indicesgraecita01mitcgoog	la
mnemosynebiblio13servgoog		1852				https://archive.org/details//mnemosynebiblio13servgoog	la
herodotihistori02herouoft		1869				https://archive.org/details//herodotihistori02herouoft	la
titiliviipatavi02ruddgoog		1751				https://archive.org/details//titiliviipatavi02ruddgoog	la
avencebrolisibn00baeugoog		1895				https://archive.org/details//avencebrolisibn00baeugoog	la
registrumepisco00innegoog		1845				https://archive.org/details//registrumepisco00innegoog	la
speculumamorisdo00gint		1706				https://archive.org/details//speculumamorisdo00gint	la
directoriummyst00scargoog		1778				https://archive.org/details//directoriummyst00scargoog	la
commentariusine00knabgoog		1890				https://archive.org/details//commentariusine00knabgoog	la
ccorneliitaciti01rittgoog		1836				https://archive.org/details//ccorneliitaciti01rittgoog	la
ephemerisepigrap06deutuoft		1872				https://archive.org/details//ephemerisepigrap06deutuoft	la
eloquentiumviro00frotgoog		1826				https://archive.org/details//eloquentiumviro00frotgoog	la
corpusscriptoru12wissgoog		1866				https://archive.org/details//corpusscriptoru12wissgoog	la
floraatlanticasi02desf		1800				https://archive.org/details//floraatlanticasi02desf	la
memorialschurch00socigoog		1908				https://archive.org/details//memorialschurch00socigoog	la
repertoriumcomm18reusgoog		1817				https://archive.org/details//repertoriumcomm18reusgoog	la
notitiascriptor00dowlgoog		1839				https://archive.org/details//notitiascriptor00dowlgoog	la
theologiamorali00densgoog		1832				https://archive.org/details//theologiamorali00densgoog	la
cihm_28144		1861				https://archive.org/details//cihm_28144	la
conjectaneainae00wiesgoog		1838				https://archive.org/details//conjectaneainae00wiesgoog	la
theologiamorali01densgoog		1832				https://archive.org/details//theologiamorali01densgoog	la
iohchristfabrici02fabr		1787				https://archive.org/details//iohchristfabrici02fabr	la
ionaevitaesanct00krusgoog		1905				https://archive.org/details//ionaevitaesanct00krusgoog	la
operaomniasanct07librgoog		1783				https://archive.org/details//operaomniasanct07librgoog	la
institutionumca01devogoog		1852				https://archive.org/details//institutionumca01devogoog	la
galliaenarbonen01herzgoog		1864				https://archive.org/details//galliaenarbonen01herzgoog	la
bibliothecanovi00reusgoog		1872				https://archive.org/details//bibliothecanovi00reusgoog	la
florentiiwigorn02florgoog		1849				https://archive.org/details//florentiiwigorn02florgoog	la
jordanibruninol00brungoog		1889				https://archive.org/details//jordanibruninol00brungoog	la
enumeratioplant03kuntgoog		1835				https://archive.org/details//enumeratioplant03kuntgoog	la
systemanaturaepe03linn		1767				https://archive.org/details//systemanaturaepe03linn	la
fasciculusinscr02kenngoog		1849				https://archive.org/details//fasciculusinscr02kenngoog	la
quaestionumcrit00unkngoog		1846				https://archive.org/details//quaestionumcrit00unkngoog	la
